ID,Ref.,Cit.,Alloy,Dmax,Fe,Co,B,Si,Nb,Ni,Y,Zr,Cr,Mo,P,C,Hf,Al,Dy,Er,Mn,Ti,V,Cu,Sn,W,Ta
344,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe60Mo15C15B10,1,0.6,0,0.1,0,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
345,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe37.5Cr22.5Mo15C15B10,1,0.375,0,0.1,0,0,0,0,0,0.225,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
346,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe67Co7Zr6B20,1,0.67,0.07,0.2,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,[7],"[7] C. Suryanarayana, A. Inoue, Iron-based bulk metallic glasses, Int. Mater. Rev. 58 (2013) 131–166. https://doi.org/10.1179/1743280412Y.0000000007.",Fe45Cr15Mo15C15B10,2.5,0.45,0,0.1,0,0,0,0,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0
348,[47],"[47] C. Li, Q. Li, M. Li, C. Chang, H. Li, Y. Dong, Y. Sun, New ferromagnetic (Fe1/3Co1/3Ni1/3)80(P1/2B1/2)20 high entropy bulk metallic glass with superior magnetic and mechanical properties, J. Alloys Compd. 791 (2019) 947–951. https://doi.org/10.1016/j.jallcom.2019.03.375.",(Fe1/3Co1/3Ni1/3)80(P1/2B1/2)20,2,0.26667,0.26667,0.1,0,0,0.26667,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
349,[48],"[48] F. Hu, Q. Luo, B. Shen, Thermal, magnetic and magnetocaloric properties of FeErNbB metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 512 (2019) 184–188. https://doi.org/10.1016/j.jnoncrysol.2019.03.005.",Fe70Er1Nb6B23,1.5,0.7,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
350,[48],"[48] F. Hu, Q. Luo, B. Shen, Thermal, magnetic and magnetocaloric properties of FeErNbB metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 512 (2019) 184–188. https://doi.org/10.1016/j.jnoncrysol.2019.03.005.",Fe68Er3Nb6B23,2.5,0.68,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
351,[48],"[48] F. Hu, Q. Luo, B. Shen, Thermal, magnetic and magnetocaloric properties of FeErNbB metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 512 (2019) 184–188. https://doi.org/10.1016/j.jnoncrysol.2019.03.005.",Fe66Er5Nb6B23,4,0.66,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0
352,[48],"[48] F. Hu, Q. Luo, B. Shen, Thermal, magnetic and magnetocaloric properties of FeErNbB metallic glasses with high glass-forming ability, J. Non-Cryst. Solids. 512 (2019) 184–188. https://doi.org/10.1016/j.jnoncrysol.2019.03.005.",Fe64Er7Nb6B23,2,0.64,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0
353,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)99.1Nb0.2Cu0.7,1,0.75316,0,0.0991,0.08919,0.002,0,0,0,0,0,0.04955,0,0,0,0,0,0,0,0,0.007,0,0,0
354,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)98.8Nb0.5Cu,1.5,0.75088,0,0.0988,0.08892,0.005,0,0,0,0,0,0.0494,0,0,0,0,0,0,0,0,0.007,0,0,0
355,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)98.5Nb0.8Cu,2,0.7486,0,0.0985,0.08865,0.008,0,0,0,0,0,0.04925,0,0,0,0,0,0,0,0,0.007,0,0,0
356,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)98.3Nb1Cu,2.5,0.74708,0,0.0983,0.08847,0.01,0,0,0,0,0,0.04915,0,0,0,0,0,0,0,0,0.007,0,0,0
357,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)98.1Nb1.2Cu,2,0.74556,0,0.0981,0.08829,0.012,0,0,0,0,0,0.04905,0,0,0,0,0,0,0,0,0.007,0,0,0
358,[49],"[49] L. Liu, B. Zhou, Y. Zhang, A. He, T. Zhang, F. Li, Y. Dong, X. Wang, FeSiBPNbCu Bulk Nanocrystalline Alloys with High GFA and Excellent Soft-Magnetic Properties, Metals. 9 (2019) 219. https://doi.org/10.3390/met9020219.",(Fe0.76Si0.09B0.1P0.05)97.8Nb1.5Cu,2,0.74328,0,0.0978,0.08802,0.015,0,0,0,0,0,0.0489,0,0,0,0,0,0,0,0,0.007,0,0,0
359,[50],"[50] Y.-X. Geng, H.-Y. Ding, D.-P. Wang, Z.-J. Zhang, H.-B. Ju, L.-H. Yu, J.-H. Xu, Formation and Structural Evolution of Fe72.5B15.6Si7.8Nb1.7Zr1.7Cu0.7 Nanocrystalline Alloy, Acta Metall. Sin. Engl. Lett. 33 (2020) 313–318. https://doi.org/10.1007/s40195-019-00924-0.",Fe72.5B15.6Si7.8Nb1.7Zr1.7Cu0.7,2.5,0.725,0,0.156,0.078,0.017,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0
360,[51],"[51] F. Hu, C. Yuan, Q. Luo, W. Yang, B. Shen, Effects of heavy rare-earth addition on glass-forming ability, thermal, magnetic, and mechanical properties of Fe-RE-B-Nb (RE = Dy, Ho, Er or Tm) bulk metallic glass, J. Non-Cryst. Solids. 525 (2019) 119681. https://doi.org/10.1016/j.jnoncrysol.2019.119681.",Fe66Dy5Nb6B2,2,0.66,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
361,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti1Zr4,1,0.77,0,0.18,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
362,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti1.5Zr3.5,1,0.77,0,0.18,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
363,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti2Zr3,1,0.77,0,0.18,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
364,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18T2.51Zr2.5,1,0.77,0,0.18,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0
365,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti3Zr2,1.5,0.77,0,0.18,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0
366,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti3.5Zr1.5,1,0.77,0,0.18,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0
367,[52],"[52] J. Si, C. Du, T. Wang, Y. Wu, R. Wang, X. Hui, Glass formation and soft magnetic properties of novel Fe-rich Fe-B-Ti-Zr bulk metallic glasses, J. Alloys Compd. 741 (2018) 542–548. https://doi.org/10.1016/j.jallcom.2018.01.074.",Fe77B18Ti4Zr1,1,0.77,0,0.18,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0
368,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.4C0.3B0.2Si0.1)25,1,0.25,0.25,0.05,0.025,0,0.25,0,0,0,0,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0
369,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.4C0.2B0.2Si0.2)25,2,0.25,0.25,0.05,0.05,0,0.25,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0
370,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.5C0.1B0.2Si0.2)25,2,0.25,0.25,0.05,0.05,0,0.25,0,0,0,0,0.125,0.025,0,0,0,0,0,0,0,0,0,0,0
371,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.3C0.2B0.3Si0.2)25,1,0.25,0.25,0.075,0.05,0,0.25,0,0,0,0,0.075,0.05,0,0,0,0,0,0,0,0,0,0,0
372,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.4C0.1B0.3Si0.2)25,1.5,0.25,0.25,0.075,0.05,0,0.25,0,0,0,0,0.1,0.025,0,0,0,0,0,0,0,0,0,0,0
373,[53],"[53] Y. Xu, Y. Li, Z. Zhu, W. Zhang, Formation and properties of Fe25Co25Ni25(P, C, B, Si)25 high-entropy bulk metallic glasses, J. Non-Cryst. Solids. 487 (2018) 60–64. https://doi.org/10.1016/j.jnoncrysol.2018.02.021.",Fe25Co25Ni25(P0.4C0.1B0.2Si0.3)25,1,0.25,0.25,0.05,0.075,0,0.25,0,0,0,0,0.1,0.025,0,0,0,0,0,0,0,0,0,0,0
374,[54],"[54] J. Zhou, W. Yang, C. Yuan, B. Sun, B. Shen, Ductile FeNi-based bulk metallic glasses with high strength and excellent soft magnetic properties, J. Alloys Compd. 742 (2018) 318–324. https://doi.org/10.1016/j.jallcom.2018.01.317.",Fe78B14.2Si2.75P2.75Nb2.3,0.25,0.78,0,0.142,0.0275,0.023,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
375,[54],"[54] J. Zhou, W. Yang, C. Yuan, B. Sun, B. Shen, Ductile FeNi-based bulk metallic glasses with high strength and excellent soft magnetic properties, J. Alloys Compd. 742 (2018) 318–324. https://doi.org/10.1016/j.jallcom.2018.01.317.",Fe70.2Ni7.8B14.2Si2.75P2.75Nb2.3,1,0.702,0,0.142,0.0275,0.023,0.078,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
376,[54],"[54] J. Zhou, W. Yang, C. Yuan, B. Sun, B. Shen, Ductile FeNi-based bulk metallic glasses with high strength and excellent soft magnetic properties, J. Alloys Compd. 742 (2018) 318–324. https://doi.org/10.1016/j.jallcom.2018.01.317.",Fe62.4Ni15.6B14.2Si2.75P2.75Nb2.3,1,0.624,0,0.142,0.0275,0.023,0.156,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
377,[54],"[54] J. Zhou, W. Yang, C. Yuan, B. Sun, B. Shen, Ductile FeNi-based bulk metallic glasses with high strength and excellent soft magnetic properties, J. Alloys Compd. 742 (2018) 318–324. https://doi.org/10.1016/j.jallcom.2018.01.317.",Fe54.6Ni23.4B14.2Si2.75P2.75Nb2.3,1.5,0.546,0,0.142,0.0275,0.023,0.234,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
378,[54],"[54] J. Zhou, W. Yang, C. Yuan, B. Sun, B. Shen, Ductile FeNi-based bulk metallic glasses with high strength and excellent soft magnetic properties, J. Alloys Compd. 742 (2018) 318–324. https://doi.org/10.1016/j.jallcom.2018.01.317.",Fe46.5Ni31.2B14.2Si2.75P2.75Nb2.3,2,0.468,0,0.142,0.0275,0.023,0.312,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
379,[55],"[55] Y. Dong, A. Wang, Q. Man, B. Shen, (Co1?xFex)68B21.9Si5.1Nb5 bulk glassy alloys with high glass-forming ability, excellent soft-magnetic properties and superhigh fracture strength, Intermetallics. 23 (2012) 63–67. https://doi.org/10.1016/j.intermet.2011.12.020.",(Co0.9Fe0.1)68B21.9Si5.1Nb5,3.5,0.068,0.612,0.219,0.051,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,[55],"[55] Y. Dong, A. Wang, Q. Man, B. Shen, (Co1?xFex)68B21.9Si5.1Nb5 bulk glassy alloys with high glass-forming ability, excellent soft-magnetic properties and superhigh fracture strength, Intermetallics. 23 (2012) 63–67. https://doi.org/10.1016/j.intermet.2011.12.020.",(Co0.8Fe0.2)68B21.9Si5.1Nb5,4,0.136,0.544,0.219,0.051,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,[55],"[55] Y. Dong, A. Wang, Q. Man, B. Shen, (Co1?xFex)68B21.9Si5.1Nb5 bulk glassy alloys with high glass-forming ability, excellent soft-magnetic properties and superhigh fracture strength, Intermetallics. 23 (2012) 63–67. https://doi.org/10.1016/j.intermet.2011.12.020.",(Co0.7Fe0.3)68B21.9Si5.1Nb5,5.5,0.204,0.476,0.219,0.051,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,[55],"[55] Y. Dong, A. Wang, Q. Man, B. Shen, (Co1?xFex)68B21.9Si5.1Nb5 bulk glassy alloys with high glass-forming ability, excellent soft-magnetic properties and superhigh fracture strength, Intermetallics. 23 (2012) 63–67. https://doi.org/10.1016/j.intermet.2011.12.020.",(Co0.6Fe0.4)68B21.9Si5.1Nb5,5,0.272,0.408,0.219,0.051,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,[55],"[55] Y. Dong, A. Wang, Q. Man, B. Shen, (Co1?xFex)68B21.9Si5.1Nb5 bulk glassy alloys with high glass-forming ability, excellent soft-magnetic properties and superhigh fracture strength, Intermetallics. 23 (2012) 63–67. https://doi.org/10.1016/j.intermet.2011.12.020.",(Co0.5Fe0.5)68B21.9Si5.1Nb5,4,0.34,0.34,0.219,0.051,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe35Ni20Cr20Mo5(P0.6C0.2B0.2)20,2,0.35,0,0.04,0,0,0.2,0,0,0.2,0.05,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
385,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe30Ni20Cr25Mo5(P0.6C0.2B0.2)20,1.5,0.3,0,0.04,0,0,0.2,0,0,0.25,0.05,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
386,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe25Ni20Cr30Mo5(P0.6C0.2B0.2)20,1,0.25,0,0.04,0,0,0.2,0,0,0.3,0.05,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
387,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe25Ni20Cr25Mo10(P0.6C0.2B0.2)20,1,0.25,0,0.04,0,0,0.2,0,0,0.25,0.1,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
388,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe20Ni20Cr25Mo15(P0.6C0.2B0.2)20,1,0.2,0,0.04,0,0,0.2,0,0,0.25,0.15,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
389,[56],"[56] Y. Li, S. Wang, X. Wang, M. Yin, W. Zhang, New FeNiCrMo(P, C, B) high-entropy bulk metallic glasses with unusual thermal stability and corrosion resistance, J. Mater. Sci. Technol. 43 (2020) 32–39. https://doi.org/10.1016/j.jmst.2020.01.020.",Fe62Ni8Cr7Mo3(P0.6C0.2B0.2)20,2,0.62,0,0.04,0,0,0.08,0,0,0.07,0.03,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0
390,[57],"[57] D. Liang, X. Wei, C. Chang, J. Li, X. Wang, J. Shen, Effect of W addition on the glass forming ability and mechanical properties of Fe-based metallic glass, J. Alloys Compd. 731 (2018) 1146–1150. https://doi.org/10.1016/j.jallcom.2017.10.104.",Fe47Cr20Mo10C15B6Y2,5,0.47,0,0.06,0,0,0,0.02,0,0.2,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0,0
391,[57],"[57] D. Liang, X. Wei, C. Chang, J. Li, X. Wang, J. Shen, Effect of W addition on the glass forming ability and mechanical properties of Fe-based metallic glass, J. Alloys Compd. 731 (2018) 1146–1150. https://doi.org/10.1016/j.jallcom.2017.10.104.",Fe45Cr20Mo10W2C15B6Y2,6,0.45,0,0.06,0,0,0,0.02,0,0.2,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0.02,0
392,[57],"[57] D. Liang, X. Wei, C. Chang, J. Li, X. Wang, J. Shen, Effect of W addition on the glass forming ability and mechanical properties of Fe-based metallic glass, J. Alloys Compd. 731 (2018) 1146–1150. https://doi.org/10.1016/j.jallcom.2017.10.104.",Fe43Cr20Mo10W4C15B6Y2,8,0.43,0,0.06,0,0,0,0.02,0,0.2,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0
393,[57],"[57] D. Liang, X. Wei, C. Chang, J. Li, X. Wang, J. Shen, Effect of W addition on the glass forming ability and mechanical properties of Fe-based metallic glass, J. Alloys Compd. 731 (2018) 1146–1150. https://doi.org/10.1016/j.jallcom.2017.10.104.",Fe41Cr20Mo10W6C15B6Y2,6,0.41,0,0.06,0,0,0,0.02,0,0.2,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0.06,0
394,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe71.7B16.7Si8.3Zr3.3,2.5,0.717,0,0.167,0.083,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe71.4B16.7Si8.3Zr3.3Cu0.3,2,0.714,0,0.167,0.083,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0
396,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe71B16.7Si8.3Zr3.3Cu0.7,2,0.71,0,0.167,0.083,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0
397,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe70.7B16.7Si8.3Zr3.3Cu1,1.5,0.707,0,0.167,0.083,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
398,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe72.5B16.7Si8.3Hf2.5,2.5,0.725,0,0.167,0.083,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0
399,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe72.2B16.7Si8.3Hf2.5Cu0.3,2,0.722,0,0.167,0.083,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.003,0,0,0
400,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe71.8B16.7Si8.3Hf2.5Cu0.7,1.5,0.718,0,0.167,0.083,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.007,0,0,0
401,[58],"[58] Y. Geng, Y. Wang, Y. Wang, Z. Zhang, H. Ju, L. Yu, J. Xu, Fabrication and Soft Magnetic Properties of Fe–B–Si–Zr/Hf–Cu Nanocrystalline Alloys with High Glass-Forming Ability, Met. Mater. Int. (2020). https://doi.org/10.1007/s12540-020-00647-3.",Fe71.5B16.7Si8.3Hf2.5Cu1,1,0.715,0,0.167,0.083,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.01,0,0,0
402,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B15.57Si2.75Nb2.3P1.38,1.5,0.39,0,0.1557,0.0275,0.023,0.39,0,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0,0,0
403,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B14.2Si2.75Nb2.3P2.75,2,0.39,0,0.142,0.0275,0.023,0.39,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
404,[59],"[59] J. Zhou, Q. Wang, X. Hui, Q. Zeng, Y. Xiong, K. Yin, B. Sun, L. Sun, M. Stoica, W. Wang, B. Shen, A novel FeNi-based bulk metallic glass with high notch toughness over 70 MPa m1/2 combined with excellent soft magnetic properties, Mater. Des. 191 (2020) 108597. https://doi.org/10.1016/j.matdes.2020.108597.",Fe39Ni39B12.82Si2.75Nb2.3P4.13,2.5,0.39,0,0.1282,0.0275,0.023,0.39,0,0,0,0,0.0413,0,0,0,0,0,0,0,0,0,0,0,0
